context,layer,n_prompts,n_utterances,mean_similarity,std_similarity,max_similarity,min_similarity
terrified,16,100,100,0.9509243402668517,0.043584829799564594,0.9993125006174474,0.6933899198712243
terrified,17,100,100,0.9446708795002021,0.047090283967170535,0.9991750138693871,0.6736559745075313
terrified,18,100,100,0.9418139262207232,0.04729142076390758,0.9990631393358544,0.6697925440656226
terrified,19,100,100,0.9376936605953975,0.048979648500072685,0.9989407113002653,0.6573238166945917
terrified,20,100,100,0.924087480294365,0.054977248444849594,0.9985519145985511,0.6265381249263856
terrified,21,100,100,0.9143545926611799,0.05846110311201149,0.9982905679277669,0.6059408462733571
terrified,22,100,100,0.9088105546238475,0.05945408060958762,0.9980404913205557,0.5917827708162429
terrified,23,100,100,0.9035819391117129,0.05974755711507812,0.9977546774271581,0.5899392087401834
terrified,24,100,100,0.8996899090629417,0.05860827131576014,0.9974990806131213,0.5895488008861204
terrified,25,100,100,0.8926104379727993,0.059927418731830724,0.9970252574796779,0.5764132986604202
terrified,26,100,100,0.8809189272188823,0.061420125508597594,0.9965181131645728,0.5749257752746284
terrified,27,100,100,0.8617285164757447,0.06750558273897678,0.9953641084513639,0.5471957727917192
terrified,28,100,100,0.7984881956488648,0.05643510100851688,0.9692318770899238,0.5195332654897443
furious,0,100,100,0.5234493939491466,0.12777577471735055,0.8623348683615071,-0.07487045001094743
furious,1,100,100,0.8708821266247967,0.06298345745425508,0.9823572419011042,0.4326145687843333
furious,2,100,100,0.998848019347521,0.0011831020201297077,0.9999562716149487,0.9909971475807213
furious,3,100,100,0.9975700272790189,0.0024079868436316615,0.999927177564512,0.9820953371149987
furious,4,100,100,0.9953302006794512,0.004286371912115546,0.999885823488736,0.9680682249436805
furious,5,100,100,0.9931225969243395,0.00587621982111086,0.9998649657246466,0.9564338405297752
furious,6,100,100,0.9912091062122077,0.007530269975396326,0.9998341614145339,0.9459854197491767
furious,7,100,100,0.9894367909711662,0.008498909890260033,0.9998077320300562,0.9432190096453632
furious,8,100,100,0.9865839680239201,0.010901840033354494,0.9997808060872192,0.9254382385948953
furious,9,100,100,0.9851118045339261,0.012522716355978864,0.9997750505587543,0.9114774131799144
furious,10,100,100,0.983453673326753,0.014353629420216662,0.9997762598352555,0.9001728603858874
furious,11,100,100,0.9841530710912444,0.013478420402114602,0.9997718777752438,0.910423269075309
furious,12,100,100,0.978707444947162,0.01901494587882507,0.9997450062735392,0.8652353618554551
furious,13,100,100,0.9765055077486166,0.02052775641564792,0.9997211315952991,0.8551759593158397
furious,14,100,100,0.972633992058101,0.02381220235212846,0.9996673728111127,0.8372516346447627
furious,15,100,100,0.9643486667192915,0.02861156329805268,0.9995513677562318,0.8069933478255416
furious,16,100,100,0.9572434052649751,0.03244576872869067,0.9993750458864757,0.7876799192596975
furious,17,100,100,0.951192907344372,0.03581319933129696,0.9991283388079983,0.7705026248215061
furious,18,100,100,0.9488130972510106,0.036480116950771135,0.9989696892166453,0.760087672933444
furious,19,100,100,0.9445295228072197,0.038424730713770935,0.9988627537834855,0.7482390508761564
furious,20,100,100,0.9307653102601112,0.04530963547240249,0.9985443348438782,0.6923822268680637
furious,21,100,100,0.9210298405657648,0.04940096232462084,0.998236838630958,0.6564836599308225
furious,22,100,100,0.9158726157862358,0.050499954981146365,0.9979395034263372,0.6325051059742561
furious,23,100,100,0.9108498538365831,0.051242775887079144,0.9976507123228934,0.6163169332608981
furious,24,100,100,0.9065267190015793,0.05072414046337274,0.9972562691244893,0.5984378898248912
furious,25,100,100,0.8996408140951704,0.052643924590015254,0.9968332174782355,0.564615044268103
furious,26,100,100,0.8873461915838454,0.0551497742167591,0.9963030769849803,0.5575525913789703
furious,27,100,100,0.8683372504249234,0.06140012003787644,0.9954310314939829,0.505205034919278
furious,28,100,100,0.7946001195145056,0.06755282689250355,0.967663748246995,0.3190812238891637
grateful,0,100,100,0.5671559676368617,0.11739482528794659,0.8540966497743282,0.09532938684781787
grateful,1,100,100,0.8719075371359375,0.06531352153591759,0.9766766537925811,0.4223920276405652
grateful,2,100,100,0.9986772509070546,0.0017357140373002033,0.9999248514322673,0.9844820025275485
grateful,3,100,100,0.9972507059239272,0.003443399382502468,0.9998419325741076,0.9691940028168559
grateful,4,100,100,0.9947800505860469,0.00585142920028623,0.9996883904848783,0.9505792173009114
grateful,5,100,100,0.992419753962534,0.00792527387952044,0.9995522073537901,0.9339301967154605
